date,open,high,low,close,volume
2019-02-06,246.05422558006794,246.55030980690327,245.26949751777616,246.0091094970703,58347800
2019-02-07,244.3855530594077,244.93575460276222,241.99528134551989,243.66397094726562,95482000
2019-02-08,242.41016745515307,244.06079946045017,241.58032332835091,243.9615936279297,75788900
2019-02-11,244.62000253941764,244.8815601448467,243.56466081824897,244.09683227539062,68021400
2019-02-12,245.72050094962657,247.6146608039848,245.6483262251871,247.23583984375,72270200
2019-02-13,248.07467683854088,248.88646353823898,247.6507398081909,248.03858947753906,65277200
2019-02-14,246.94723342893343,248.62495194404113,246.1264178552243,247.48843383789062,83234400
2019-02-15,249.2743435976597,250.2214511349326,249.0669031814395,250.18536376953125,97088700
2019-02-19,249.38250173210025,251.27666096382615,249.37347301286516,250.61822509765625,59120800
2019-02-20,250.58225845258016,251.58348333955996,250.0771454105963,251.1234588623047,76610800
2019-02-21,250.48297942084028,250.84377041305265,249.26528573635886,250.2304229736328,64214700
2019-02-22,250.8527677005786,251.98025673780012,250.21236163488135,251.78184509277344,78114600
2019-02-25,253.2160325852957,253.7391754379813,252.04342735606372,252.12460327148438,69030700
2019-02-26,251.77280282304739,252.82811709020677,251.5653349417917,251.94418334960938,56844100
2019-02-27,251.22251693923124,252.18765389074983,250.28446614253252,251.8358917236328,56921600
2019-02-28,251.6194540145015,252.0614484145554,251.04219396819587,251.3668975830078,69268300
2019-03-01,252.95446180257804,253.35134020718792,251.49324018860167,252.93643188476562,78880500
2019-03-04,254.00074924296106,254.24427697830782,249.70726195365995,252.016357421875,106494600
2019-03-05,252.1425758937577,252.34101501800544,251.12332164314807,251.67352294921875,59114600
2019-03-06,251.79089241996357,251.7999211424237,249.82455778515973,250.14926147460938,75039800
2019-03-07,249.69825925970284,249.84258118233336,247.2087817924549,248.05665588378906,94885100
2019-03-08,246.18949953603644,247.73189690091868,245.72047398501778,247.56051635742188,85795800
2019-03-11,248.28212602520543,251.31280348252952,248.25506738814323,251.15045166015625,65098900
2019-03-12,251.70966930013844,252.62068924681498,251.52025885014206,252.09751892089844,79667500
2019-03-13,252.9905056027356,254.7042834039534,252.82812626401537,253.76620483398438,80639200
2019-03-14,253.79327703476096,254.21721402904817,253.16189966718966,253.60386657714844,67518400
2019-03-15,254.1592441922558,255.6721891602864,253.96897177403304,254.85682678222656,81309000
2019-03-18,255.0742023211497,256.0798369319139,254.84771127748047,255.78085327148438,62199800
2019-03-19,256.8499493320855,257.61999687418825,254.9474187592462,255.8443145751953,90268100
2019-03-20,255.6268866008704,256.8408754280103,253.9599156301185,255.07423400878906,84609200
2019-03-21,254.2499001213115,258.36295919968666,254.20458530590034,257.9552917480469,79550400
2019-03-22,256.58720357673894,257.1126506922261,252.92710015713675,252.9905242919922,122659300
2019-03-25,252.6462211199877,253.84210044782444,251.53190289672207,252.8002471923828,85575200
2019-03-26,254.56691259424372,255.64501237721365,253.27139021566225,254.6846923828125,68125900
2019-03-27,254.6756053803267,255.26450428036514,251.79464560653295,253.3529052734375,72224700
2019-03-28,253.98711378212067,254.76622986053306,252.82748050756953,254.31324768066406,56238500
2019-03-29,255.8352603576763,256.24292768550566,254.70280503398072,255.9167938232422,82186800
2019-04-01,257.92803532158666,259.2507353969234,257.6562294554753,258.9517517089844,77617900
2019-04-02,259.1419153178539,259.3140506664422,258.2812385749124,259.0784912109375,40070400
2019-04-03,260.30165991843205,260.70028640787444,258.8792893832779,259.4862976074219,68243200
2019-04-04,259.812485469986,260.42853466430955,259.1149027923996,260.17486572265625,48997500
2019-04-05,260.845241310735,261.4884681924776,260.5553261127142,261.4341125488281,58621700
2019-04-08,261.0083053087824,261.74213413764,260.3469414546982,261.6334228515625,53566300
2019-04-09,260.6640512222544,260.9901851014454,259.7399775833767,260.2926025390625,66142300
2019-04-10,260.70933131848636,261.2710523971649,260.29259549041524,261.1804504394531,52601500
2019-04-11,261.6697258174807,261.67879431018696,260.537270142938,261.1080322265625,55093100
2019-04-12,262.72961516573,263.1554194410499,261.1532463220422,262.87457275390625,69727800
2019-04-15,262.94711509855466,263.0467855656816,261.8961930109088,262.7025146484375,49596700
2019-04-16,263.5902922055785,263.6446478451655,262.2766330706167,262.87457275390625,52153200
2019-04-17,263.99790594848054,264.0250837627608,261.814529375209,262.2312927246094,58268300
2019-04-18,262.8202648479676,263.0195781119303,261.51567396527366,262.7477722167969,68708500
2019-04-22,261.97770456841306,263.1282692576249,261.88710261030786,262.9742431640625,40160100
2019-04-23,263.3456435135449,265.5743351530455,263.11011164309576,265.3387756347656,52246600
2019-04-24,265.25727672580047,265.5924790698789,264.6049813691655,264.74993896484375,50392900
2019-04-25,264.65021611170545,265.248155707527,263.3909404483733,264.5867919921875,57770900
2019-04-26,264.6321587895683,265.89143470037465,263.853015169957,265.8189697265625,50916400
2019-04-29,265.9095534243429,266.7611619593013,265.818951477422,266.2356872558594,57197700
2019-04-30,265.8914525775153,266.6615277592379,264.46910964412484,266.3716125488281,81111700
2019-05-01,267.0058052876615,267.21418703431993,264.3603773102805,264.36944580078125,71671900
2019-05-02,264.25165768247064,265.1757589536227,262.2947714967696,263.7986755371094,65030200
2019-05-03,265.284528015587,266.66158408414435,263.9074442991876,266.3807373046875,56543700
2019-05-06,262.05012524066905,265.7283374056001,261.7330322648306,265.284423828125,107198100
2019-05-07,262.86548954244836,263.4634291922492,258.9336084948166,260.854248046875,144729900
2019-05-08,260.49188232421875,262.21320875485543,259.8939426413556,260.49188232421875,91568300
2019-05-09,258.4081826437886,260.31068537441627,256.65965069887955,259.7037048339844,103471100
2019-05-10,258.76152978744017,261.76933802498274,255.75372154989756,261.0083312988281,112429300
2019-05-13,255.86242629401477,256.83178699371405,253.60655659347674,254.4490966796875,127290500
2019-05-14,255.472770592333,258.2903329108221,255.34595001363132,256.75018310546875,77003200
2019-05-15,255.11042339200384,258.8973466320413,254.90204169922322,258.2541198730469,73956400
2019-05-16,258.9608271167591,262.0139223242426,258.8883621392279,260.64593505859375,76749600
2019-05-17,258.32659616375355,261.46122395862136,258.3084591885872,258.96075439453125,100353000
2019-05-20,257.3481779432257,259.0695043234481,256.4965694181352,257.24853515625,62877600
2019-05-21,258.95179428463933,259.94836066189526,258.698125356596,259.56787109375,46847100
2019-05-22,258.60753241919565,259.73091935569033,258.2904393700064,258.7705993652344,49482500
2019-05-23,256.5328688504666,256.5781560088645,254.18642449999925,255.60879516601562,98733800
2019-05-24,257.05834729146926,257.47511084993386,255.563511460535,256.1886291503906,55268100
2019-05-28,256.4694301963673,257.429750141893,253.7877836115692,253.80589294433594,70029400
2019-05-29,252.68252210978972,253.09018948170652,250.68938946540294,252.10269165039062,104972900
2019-05-30,252.86364844087055,253.70621613873084,251.685906068649,252.7911834716797,62523800
2019-05-31,250.22731806762204,251.0607896320762,249.35757254667075,249.38475036621094,86862800
2019-06-03,249.4210303480729,250.5444172378408,247.40978848707252,248.75062561035156,96428000
2019-06-04,251.06080511622002,254.2860355904569,250.60782299739085,254.150146484375,77231900
2019-06-05,255.78083121310064,256.37877083456135,253.9598621795654,256.3515930175781,71169700
2019-06-06,256.65062846124454,258.6980889322291,255.9983330741412,258.01861572265625,69430400
2019-06-07,259.0422961362471,261.6877233472592,258.8701607536216,260.6005554199219,74272200
2019-06-10,262.15885842508976,263.47251758572185,261.70587632112466,261.7964782714844,60799100
2019-06-11,263.62652468320925,263.99797333840945,261.0807673870778,261.7330627441406,58641300
2019-06-12,261.4976398354694,262.05933347330927,260.7547422154281,261.2711486816406,47096300
2019-06-13,262.18599316344125,262.71146780048235,261.4793423032848,262.34906005859375,48945200
2019-06-14,262.0591735839844,262.66615402311663,261.2890986012409,262.0591735839844,52324700
2019-06-17,262.29470255488644,262.9288884508364,261.9866780947426,262.1588134765625,39205700
2019-06-18,263.98898643271485,265.9639822389526,263.62657854531994,264.90399169921875,85434800
2019-06-19,265.03984145555114,266.036407702145,264.0614121893364,265.50189208984375,78674400
2019-06-20,268.20169933498056,268.4462997612016,265.5653397054668,268.0386047363281,116570000
2019-06-21,267.76730892195235,269.0327096086749,267.4304762452486,267.6489562988281,83309500
2019-06-24,267.858343330806,268.17695080507826,267.1664528059302,267.32122802734375,47582700
2019-06-25,267.3758631931475,267.40317320055595,264.59013130825673,264.6993713378906,82028700
2019-06-26,265.60063709003066,266.11044243135495,264.32612373672,264.43536376953125,51584900
2019-06-27,265.1999827342916,265.8827604924106,264.8176427478319,265.3729553222656,40355200
2019-06-28,266.356249022501,267.2393097188959,265.83735883446985,266.7386169433594,59350900
2019-07-01,270.08872419592666,270.30723201673015,267.9493478779395,269.16015625,78705600
2019-07-02,269.11460404120004,269.9157345081251,268.2679661632324,269.8611145019531,61504500
2019-07-03,270.54388108801885,272.0369019473119,270.3982184835292,272.0186767578125,40898900
2019-07-05,270.78059958635043,271.8730552825034,269.47877645908494,271.70916748046875,51677300
2019-07-08,270.3891896832852,271.5271529706869,269.66998910660146,270.2162170410156,45841800
2019-07-09,269.05096397252623,270.8534801746024,268.9963439532093,270.5530700683594,41101300
2019-07-10,271.62722311024095,272.8016087541727,271.0901078857577,271.845703125,58448500
2019-07-11,272.49205326744413,272.7287306607815,271.4724429451667,272.4829406738281,50826100
2019-07-12,272.9746564567785,273.7757871076917,272.66513375661816,273.70294189453125,40326000
2019-07-15,274.13986001356335,274.13986001356335,273.28410956186127,273.7939147949219,33900000
2019-07-16,273.7028760173581,273.9122712269096,272.6013355286351,272.9108581542969,36650100
2019-07-17,272.8835645811587,273.0474246077331,271.0537109375,271.0537109375,36036300
2019-07-18,270.5530272456107,272.4283883648192,270.1069545643566,272.0460205078125,51392600
2019-07-19,273.14757951260293,273.17488951700204,270.36184793467834,270.5348205566406,58678600
2019-07-22,270.9352951332945,271.7455380462214,270.4164051701641,271.1993103027344,43638100
2019-07-23,272.3283038130535,273.1385192871094,271.4907505470533,273.1385192871094,44564500
2019-07-24,272.37378526633626,274.422119140625,272.28274264879553,274.422119140625,47213200
2019-07-25,273.9669873361103,274.0216073608398,272.300993234925,273.1112365722656,55394100
2019-07-26,273.8030767632242,275.1413226869023,273.67561154082324,274.9410400390625,45084100
2019-07-29,274.8226754854887,274.9410281062082,273.88499489818696,274.4403076171875,38126500
2019-07-30,273.0292341593906,274.176309939262,272.646866305332,273.7666320800781,45849000
2019-07-31,274.01246281705534,274.20366066362965,268.74143656899406,270.77154541015625,104245200
2019-08-01,270.9262975309405,273.9031994068525,267.6125351941328,268.4136657714844,142646600
2019-08-02,267.51237434818466,267.7581643791362,264.82677028669946,266.3926086425781,116749700
2019-08-05,262.2686194741582,262.37785948293475,256.46956415575534,258.38134765625,178745400
2019-08-06,260.28408306025796,262.22317704345386,258.80017441462695,262.0046691894531,120711700
2019-08-07,258.90933382704833,262.93318318232593,256.7608730382727,262.15936279296875,140572300
2019-08-08,263.66152666172474,267.3030090332031,263.106213935581,267.3030090332031,87713900
2019-08-09,266.3562172819578,266.95706521038665,263.68883809813866,265.4822692871094,93730000
2019-08-12,263.97101298290863,265.47311869785545,261.29452158581717,262.25042724609375,65527600
2019-08-13,261.9500679361413,267.78554771562125,261.604122609641,266.3289489746094,94299800
2019-08-14,262.25038859433624,262.86032115959034,258.32669468020475,258.4541320800781,135622100
2019-08-15,259.34638865403474,260.03827922086384,257.07957468323815,259.1369934082031,99556600
2019-08-16,260.8029972651777,263.3975314261686,259.19162341267554,262.9605712890625,83018300
2019-08-19,266.00119415157053,266.81140955800635,265.31841618536106,266.1286315917969,53571800
2019-08-20,265.61880182213594,266.1559171055814,263.9619485578295,264.0893859863281,51596400
2019-08-21,266.26519452731395,266.61111200705324,265.57330400322525,266.2378845214844,49524700
2019-08-22,266.9479293949676,267.5851720223009,264.37156553730847,266.1558837890625,51666400
2019-08-23,264.84504845051384,266.52012715519174,258.06277582278955,259.319091796875,149161500
2019-08-26,261.5220043090004,262.18658447265625,259.9834766428103,262.18658447265625,72423800
2019-08-27,263.5886910413228,263.9619462925079,260.39328159061193,261.1579895019531,66668900
2019-08-28,260.4934595832046,263.1608388017507,259.6832164051015,262.9969787597656,59696700
2019-08-29,265.57329584062103,266.88423164475694,264.5627700913768,266.356201171875,57899400
2019-08-30,267.84923043003806,267.8674278398227,265.3002039449297,266.2378845214844,62901200
2019-09-03,264.5263743925108,265.4458297456553,263.3428760214998,264.6811218261719,69101400
2019-09-04,266.8660662567893,267.70359169851827,266.11044305755405,267.6853942871094,46887300
2019-09-05,270.1888150430505,272.045950492536,267.6488740712899,271.1264953613281,83258100
2019-09-06,271.44523583549426,271.9823511987721,270.7624578306364,271.3359680175781,49584300
2019-09-09,272.3282847982572,272.4192996358143,270.5257409412538,271.4725341796875,51260300
2019-09-10,270.7078407156829,271.4725766162388,269.4424397833781,271.4088439941406,57947100
2019-09-11,271.718317060363,273.4207056557836,271.0628491099133,273.3387756347656,68821100
2019-09-12,274.2491303771796,275.3506709724293,273.48442244295046,274.2855529785156,72908700
2019-09-13,274.73170422931923,275.08676218370005,273.73029077347746,274.1035461425781,62104800
2019-09-16,272.96544971479614,274.14894787084603,272.6104197155905,273.25677490234375,58191200
2019-09-17,273.0565572879373,274.03974530200577,272.88358465306237,273.94873046875,41475500
2019-09-18,273.55726931675645,274.22184989674645,271.5089353423614,274.11260986328125,73375800
2019-09-19,274.504068786209,275.5054820861365,273.75755816423504,274.0943908691406,76560500
2019-09-20,274.70155787350114,274.9851016198802,272.0035800957936,272.79925537109375,89565000
2019-09-23,272.1317288269249,273.4578734913774,271.8756489915848,272.7353515625,43476800
2019-09-24,273.83284801317836,274.2261084840839,269.6257982927381,270.5952453613281,94869400
2019-09-25,270.67757261948987,272.64390302173763,269.18681110517696,272.1957702636719,71854000
2019-09-26,272.20481800329355,272.41515227945314,270.21105225446325,271.6286315917969,56179700
2019-09-27,272.3876923872769,272.497464764657,268.6013687302696,270.165283203125,84746600
2019-09-30,270.68662546411934,272.13164094461155,270.6409079017404,271.41827392578125,51662400
2019-10-01,272.3055595443728,272.96405468008453,267.9704828487958,268.1899719238281,88242400
2019-10-02,266.59853185933054,266.60768653795793,262.1537121008935,263.452392578125,122539500
2019-10-03,263.22375473177806,265.6382454520566,260.4891851797134,265.6108093261719,85278800
2019-10-04,266.2693010483011,269.46115793370575,266.21440088658727,269.205078125,65091200
2019-10-07,268.40024612443943,270.0373426999785,267.76003265159454,268.0435485839844,59610500
2019-10-08,266.17776248993823,266.91856558036807,263.84558083696464,263.8821716308594,95708100
2019-10-09,265.9125538342902,267.33013324079167,265.28149515382165,266.38812255859375,62359400
2019-10-10,266.30594960149466,269.07711081623677,266.1413327952204,268.1899719238281,55296300
2019-10-11,270.9609991314567,273.21999944683034,270.84212788167997,270.97015380859375,98720400
2019-10-14,270.6501171546603,271.3269214940989,270.32088361975093,270.6684265136719,40394800
2019-10-15,271.7200810183694,274.09798022598295,271.60118187139904,273.3480224609375,46754500
2019-10-16,272.8816520098644,273.6041738464034,272.4701101363462,272.9090881347656,48928200
2019-10-17,274.07972197970906,274.59188154631295,273.0188120458572,273.7138977050781,45736600
2019-10-18,273.1743335576567,273.82367381339776,271.65613612756715,272.5158386230469,64304000
2019-10-21,273.8419339146058,274.564427739522,273.40292806696203,274.36322021484375,39048600
2019-10-22,274.9029023505405,275.19557300770686,273.37557794643425,273.467041015625,48594700
2019-10-23,273.21084867365744,274.3174759965644,273.0004864921964,274.2626037597656,34352200
2019-10-24,275.2046324687946,275.35096774674673,273.87848820089124,274.71075439453125,35453100
2019-10-25,274.1346611494086,276.38453541332285,274.07978889034825,275.8357849121094,45205400
2019-10-28,277.0612084630626,277.89347462896325,277.03377234377353,277.39044189453125,42147000
2019-10-29,277.116113646051,278.2410504918372,276.9880598004124,277.30816650390625,44284900
2019-10-30,277.50938433261484,278.5337034933062,276.19239458012487,278.15875244140625,49643900
2019-10-31,278.1495535604859,278.1495535604859,275.9545802920238,277.4178771972656,69053800
2019-11-01,278.8720719848223,280.03357156518547,278.70742736089915,279.98785400390625,71141500
2019-11-04,281.5518293939142,281.68901001797076,280.7378445068368,281.1128234863281,60606900
2019-11-05,281.3139783552893,281.6158035822944,280.50914829740884,280.80181884765625,42933200
2019-11-06,280.80184832131613,281.1402364696703,279.9147098112998,280.8658752441406,46487100
2019-11-07,282.2103352422951,283.1980636844052,281.37806887660855,281.8536376953125,54272300
2019-11-08,281.50607751434336,282.60357830306305,280.80186505312093,282.5487060546875,49032100
2019-11-11,281.1585465264149,282.18286565175106,281.0213380027051,282.00909423828125,35797300
2019-11-12,282.37496348260674,283.5090272790454,281.826213032179,282.6036071777344,46484600
2019-11-13,281.6067221449511,283.0974834929741,281.37807845134284,282.695068359375,53917700
2019-11-14,282.411479196074,283.18887313492166,281.7712658557054,283.1065368652344,51219900
2019-11-15,284.4510025643332,285.2009604889792,283.7559447974013,285.1552429199219,62023600
2019-11-18,284.9174374246709,285.6033684069385,284.46015010315915,285.3655700683594,49228000
2019-11-19,285.96922573929373,285.9783804181752,284.63395442109464,285.2832946777344,67804700
2019-11-20,284.68879307242076,285.2101073162226,282.6584362534162,284.22235107421875,79406200
2019-11-21,284.33216600820003,284.441910515816,282.96030384178533,283.7651062011719,54664700
2019-11-22,284.5150173312552,284.6521979431688,283.38095372529915,284.3961181640625,44850200
2019-11-25,285.3290363912753,286.60028076171875,285.3290363912753,286.60028076171875,48647200
2019-11-26,286.63688431817883,287.43255990877515,286.3167775639853,287.2496337890625,37569000
2019-11-27,287.7343867494008,288.53009033203125,287.5148977117704,288.53009033203125,44444600
2019-11-29,287.9629964103619,288.20994945909956,287.2313477643843,287.4599914550781,36592700
2019-12-02,287.71598335045456,287.7800102628288,284.58815424752123,285.01800537109375,75767800
2019-12-03,282.28342536376033,283.18887313492166,280.89328211483974,283.1065368652344,73941700
2019-12-04,284.15830540343643,285.45698555019794,283.8107626313007,284.8533630371094,49080000
2019-12-05,285.55765083902855,285.5759322840719,284.04858034955737,285.3655700683594,40709000
2019-12-06,287.28617596668846,288.3745220003597,287.27702128907026,287.97210693359375,48927000
2019-12-09,287.5788710251542,288.2556473720532,286.9935298198109,287.06671142578125,34838500
2019-12-10,287.0118470341735,287.67946872095257,286.0881176300916,286.7466125488281,52649800
2019-12-11,287.20387987744994,287.8166571814123,286.66428417635655,287.5605773925781,53429100
2019-12-12,287.5697300446449,290.82561390029235,287.3319595904277,290.0390930175781,96389600
2019-12-13,289.8012903145586,291.4475415754058,289.02389621170903,290.2128601074219,81503900
2019-12-16,291.95052421541305,292.8010719510579,290.1488110179632,292.20660400390625,82749700
2019-12-17,292.59070604393224,292.89250336861267,292.1882910039579,292.2705993652344,61097700
2019-12-18,292.6638277555366,292.8924713709706,292.23397664209676,292.2888488769531,48133000
2019-12-19,292.48102264084577,293.56024216400937,292.22494280209366,293.487060546875,85310500
2019-12-20,294.52554498688977,295.9133514557624,293.54216013229916,294.7737121582031,147142100
2019-12-23,295.5641119242399,295.61925395392154,295.0770052968334,295.22406005859375,52990000
2019-12-24,295.4538750387094,295.4998173881702,294.9299976252606,295.2333068847656,20270000
2019-12-26,295.6192912396974,296.81410081176347,295.61011959881233,296.8049011230469,30911200
2019-12-27,297.54004920905305,297.5951912275707,296.1982133454199,296.73126220703125,42528800
2019-12-30,296.81414621522646,296.9520013279055,294.6083522210185,295.095458984375,49729100
2019-12-31,294.58990345115365,296.06042304479854,294.2406518922823,295.812255859375,57077300
2020-01-02,297.35635228015616,298.59710421158724,296.4280812418252,298.5787048339844,59151200
2020-01-03,295.16887962392286,297.44818606290164,295.1137376014159,296.3177185058594,77709700
2020-01-06,294.55311499994644,297.53092471080305,294.43363125828694,297.4482116699219,55653900
2020-01-07,296.87835736701527,297.35629232301494,296.1614829808418,296.6118469238281,40496400
2020-01-08,296.80475987811076,299.4149178788226,296.5566208313318,298.19256591796875,68296000
2020-01-09,299.76432464367207,300.28820206171196,299.1761054975573,300.21466064453125,48473300
2020-01-10,300.8027643850243,300.9589907528885,298.8819093036637,299.3506164550781,53029300
2020-01-13,299.97570531257446,301.41862598649175,299.54374066491187,301.4094543457031,47086800
2020-01-14,300.96826146438474,302.0251877856642,300.3892420928779,300.94989013671875,62832800
2020-01-15,300.857927496319,302.3927605127723,300.77521446379967,301.62994384765625,72056600
2020-01-16,303.0178005631925,304.1390686035156,302.78803275204297,304.1390686035156,54050300
2020-01-17,304.8559560560028,305.2970923216164,304.0747398552058,305.0857238769531,95846000
2020-01-21,304.1205974133801,305.2970072067569,304.0470840722161,304.48822021484375,77742400
2020-01-22,305.352244021259,306.0048048478532,304.36885903281154,304.52508544921875,48914900
2020-01-23,303.8724834410384,305.287860793834,302.7512155728437,304.874267578125,51963000
2020-01-24,305.53609022564433,305.6188032836752,300.8671919326843,302.1630859375,87578400
2020-01-27,296.88758495086415,298.8084404988235,296.5475330758045,297.3195495605469,84062500
2020-01-28,298.75332545196903,301.31754232606954,297.41148915832474,300.43524169921875,63834000
2020-01-29,301.80455522090693,302.0343229829001,299.984784448705,300.1869812011719,53888900
2020-01-30,298.10993165792723,301.37265136361,297.35631456325456,301.1612548828125,75491800
2020-01-31,300.53627454114314,300.6925289821011,294.77370836504883,295.6927795410156,113845600
2020-02-03,297.18160766757046,299.7641948834108,297.0621239522478,297.8892822265625,69083000
2020-02-04,301.5197243469643,303.30272489046473,301.1980437864263,302.4295959472656,62573200
2020-02-05,305.37977894311496,306.13342406208886,303.90928745455665,305.9220275878906,65951100
2020-02-06,306.88707429877513,307.14441311834696,305.86689066016066,306.951416015625,50359700
2020-02-07,305.88534100367417,306.96063880298277,304.76407280702955,305.3155212402344,64139400
2020-02-10,304.42391771233144,307.6590377506863,304.3871470164914,307.5946960449219,42070000
2020-02-11,308.95499665525864,309.7453844721348,307.5947610997214,308.1278381347656,54864500
2020-02-12,309.5707299192885,310.32437501033536,309.2031070607716,310.1130065917969,43992700
2020-02-13,308.6792383556846,310.7563482334788,308.40352821607786,309.7821350097656,54501900
2020-02-14,310.1957903595299,310.39798718499134,308.99180909586534,310.27850341796875,64582200
2020-02-18,309.2766850326698,310.3428110819151,308.0818755414224,309.4788818359375,57226200
2020-02-19,310.45307917066543,311.63866086497455,310.1681693327002,310.95855712890625,48814700
2020-02-20,310.4070150976725,311.23420139471216,306.67558926742845,309.68096923828125,74163400
2020-02-21,308.32076368797004,308.6332444766191,305.6646349127194,306.4918212890625,113788200
2020-02-24,296.9886365837535,306.56534134772437,295.242379126836,296.326904296875,161088400
2020-02-25,297.72394817993217,298.3397102214259,286.4653251703709,287.3476257324219,218913200
2020-02-26,288.75375324576186,292.36569595954006,285.5554037486617,286.2906494140625,194773800
2020-02-27,280.7394913284568,286.3458314663053,273.4328918457031,273.4328918457031,284353500
2020-02-28,265.3358217303772,273.7820868720151,262.43155386441146,272.28399658203125,384975800
2020-03-02,274.0761855148489,284.1400253023774,270.6296688818355,284.07568359375,238703600
2020-03-03,284.45256470043904,288.44133073954566,273.4880509250483,275.94195556640625,300139100
2020-03-04,281.3460279031607,287.7611539878585,278.7818117968944,287.5405578613281,176613400
2020-03-05,280.29825436275803,283.505802842,275.7304708485581,277.982177734375,186366800
2020-03-06,269.42573743951846,274.6001131820452,266.7420650354268,273.3869323730469,228667200
2020-03-09,253.02024994580484,261.19080507877885,251.31999093417147,252.036865234375,309417300
2020-03-10,261.6044940298279,265.1704674644467,251.36602527767852,265.0785827636719,276444100
2020-03-11,257.9832459713507,259.12288505836614,248.95796184312675,252.15631103515625,255316300
2020-03-12,235.28220161982645,245.07950291239092,227.6355233357043,228.03073120117188,392220700
2020-03-13,241.79848253829408,249.50950476910805,228.40762001575544,247.52430725097656,329566100
2020-03-16,221.66154586315295,236.10934367959933,218.15070179597362,220.43919372558594,297240000
2020-03-17,225.2092003066649,235.43848125738805,217.8842157567262,232.34120178222656,262070500
2020-03-18,217.13052535057068,228.2696614650311,209.56657489150822,220.57704162597656,327597100
2020-03-19,219.88781259153706,227.35986688637573,213.42674235496122,221.04583740234375,289322000
2020-03-20,224.21308170970707,226.00656675527406,211.24268926950347,211.52003479003906,347158800
2020-03-23,210.956088874792,212.33354848714328,201.77603885524522,206.11183166503906,326025200
2020-03-24,216.71554205167084,225.66447210452836,216.1423717635547,224.7862091064453,235494500
2020-03-25,226.3763299962907,236.9893197754523,221.64301955671172,228.1513214111328,299430300
2020-03-26,230.6751408127049,242.95216075551693,230.2406361801647,241.4730224609375,257632800
2020-03-27,234.1419891801555,241.11253048642465,232.0896517812165,234.28065490722656,224341200
2020-03-30,236.38838119565452,242.6100973257828,234.3822710647328,241.88900756835938,171369500
2020-03-31,240.88135875947594,243.44214600085613,236.86913806298492,238.28358459472656,194881100
2020-04-01,229.25146926758248,238.20040095463813,225.47960689763795,227.55967712402344,189554600
2020-04-02,226.67216699098591,233.5964799738239,226.11747600710618,232.81068420410156,177660400
2020-04-03,231.82146655040302,234.1881356312533,226.69987859217835,229.44557189941406,135561200
2020-04-06,238.36675952953794,246.83495849489313,229.4270831374881,244.8565673828125,188061200
2020-04-07,253.5004423310972,254.2585190820614,244.8843513182866,245.10621643066406,201427200
2020-04-08,247.72242703188127,255.1552173499053,245.21710652921155,253.33399963378906,153774500
2020-04-09,256.6159188737926,259.9625441693819,254.66528894370404,257.1891174316406,189999200
2020-04-13,256.20919174181677,256.5512432136812,250.91193618187472,254.84095764160156,114839100
2020-04-14,259.75912924719097,263.38305731179486,254.7022472679955,262.3569030761719,134143400
2020-04-15,256.60666551717674,262.49556980528627,254.65600758555064,256.7823181152344,121775000
2020-04-16,258.0673917001335,258.88093484810514,254.9334336786974,258.02117919921875,131798300
2020-04-17,263.8268205525899,265.6017976989735,261.0718734284647,264.9916687011719,146684800
